STATEFP,STATE,SLDUST,GEOID,NAMELSAD,Area,Perimeter,Polsby-Popper,Schwartzberg Radius,Schwartsberg Perimeter,Schwartzberg,Convex Hull Area,Area/Convex Hull,MBC Area,Reock
02,AK,00A,0200A,State Senate District A,112938161.3860,65770.2873248,32.80882916320,5995.77882028,37672.5575680,57.27899192830,142234794.0450,79.40262587950,259559232.175,43.51151775
02,AK,00B,0200B,State Senate District B,2241714941.2600,306843.3457900,29.91964693960,26712.55567200,167839.7955470,54.69885459460,3136361924.6600,71.47500814990,6014847062.500,37.26969145
02,AK,00C,0200C,State Senate District C,321194535748.0000,4698548.9530900,18.28311257930,319749.09300100,2009041.1061600,42.75875650590,423919454073.0000,75.76782161370,684815145487.000,46.90237035
02,AK,00D,0200D,State Senate District D,1903356304.9900,268592.8764790,33.15435716170,24614.17560180,154655.2958580,57.57982039040,2274667891.6600,83.67622860320,5101896670.920,37.30683759
02,AK,00E,0200E,State Senate District E,99133941810.9000,2276119.0517200,24.04594915260,177638.22896100,1116132.9674400,49.03666908800,133140311151.0000,74.45824705820,241436974449.000,41.05996691
02,AK,00F,0200F,State Senate District F,2686504738.5200,283387.4808070,42.03739417680,29242.80663440,183737.8177890,64.83625079900,3279087038.8500,81.92843638160,4955730174.190,54.21006883
02,AK,00G,0200G,State Senate District G,1112905750.5300,191507.4453440,38.13261228640,18821.50902570,118258.9290800,61.75160911760,1375665019.4900,80.89947296490,2639160096.850,42.1689367
02,AK,00H,0200H,State Senate District H,88684656.9695,56604.7413164,34.78182516210,5313.11837911,33383.2791373,58.97611818540,122463125.9840,72.41743688720,268727097.373,33.00175451
02,AK,00I,0200I,State Senate District I,22360006.9444,30040.5101476,31.13628717150,2667.84881081,16762.5742911,55.79989889900,32565732.9021,68.66115069980,60568764.168,36.91672969
02,AK,00J,0200J,State Senate District J,30835173.3481,31928.7213679,38.00955959470,3132.91378901,19684.6612608,61.65189339710,40115797.8797,76.86541207670,77657501.855,39.70662539
02,AK,00K,0200K,State Senate District K,314717257.4810,82964.0923327,57.45789653180,10008.88100770,62887.6009700,75.80098715210,347138329.4740,90.66047473290,664267170.350,47.37811404
02,AK,00L,0200L,State Senate District L,96446879.9824,52154.0304477,44.55761408500,5540.75999491,34813.5923848,66.75148993460,112345817.9300,85.84821558960,285164265.875,33.82151676
02,AK,00M,0200M,State Senate District M,45602935.5903,33177.8477242,52.06020554160,3809.97080021,23938.7323325,72.15275846550,55660324.7792,81.93077523570,73756795.374,61.82879199
02,AK,00N,0200N,State Senate District N,1776176115.0500,254095.1771340,34.57026262790,23777.61330700,149399.0243780,58.79648172120,2588227747.9000,68.62518634580,5052568088.920,35.15392735
02,AK,00O,0200O,State Senate District O,10530422886.8000,590597.2259930,37.93783154670,57895.94581510,363770.6488270,61.59369411450,13729759449.3000,76.69779594960,22906390371.500,45.9715508
02,AK,00P,0200P,State Senate District P,141405142197.0000,5162976.8923300,6.66613857441,212157.23588300,1333022.1013600,25.81886630830,417874282607.0000,33.83915882900,1129692547450.000,12.51713508
02,AK,00Q,0200Q,State Senate District Q,28284860382.7000,887101.2556370,45.16657391180,94886.02791750,596185.9928910,67.20608150450,35318238200.6000,80.08570592350,66439768570.600,42.57218379
02,AK,00R,0200R,State Senate District R,89953715571.5000,1562295.8572500,46.31290696870,169213.41894400,1063198.3696400,68.05358695060,105059024985.0000,85.62207348140,224378558848.000,40.09015658
02,AK,00S,0200S,State Senate District S,420917960372.0000,10907220.5909000,4.44609523916,366036.14743500,2299871.0008400,21.08576590780,1652561238670.0000,25.47064220810,4411565772140.000,9.541237332
02,AK,00T,0200T,State Senate District T,601484727201.0000,6863305.0502600,16.04602620230,437559.93506600,2749267.8328100,40.05749143710,876391060848.0000,68.63200163400,1835172973660.000,32.77536972
01,AL,001,01001,State Senate District 1,2478972286.2200,420205.0360700,17.64244055200,28090.60435070,176498.3234440,42.00290531850,3436184011.0900,72.14317621580,12084294647.100,20.51400068
